(Do Not Modify) Licence,(Do Not Modify) Modified On,(Do Not Modify) Row Checksum,Contact Email,Contact Phone Number,Establishment Address City,Establishment Address Postal Code,Establishment Address Street,Investigated / Applied Online,LG / IN,Licence Type,Licensee,Name,Notes,Website URL
4ccdf19f-4573-eb11-b81b-005056832755,"July 4, 2024 12:01 AM (PDT)",zIk2KWwWkCI8u4Pa2xLTqUN+TqlbwS3AWp5xmRPFhUsmAnx1sIECnqYXuM1Up5BGMBusjdKSMPeZNtvCkJxPrw==,,,HOPE,V0X1L0,386 FORT ST,No,Hope,Liquor Primary Club,FRATERNAL ORDER OF EAGLES HOPE AERIE NO. 2690,"FRATERNAL ORDER OF EAGLES, AERIE NO. 2690 (030737)",,
fec6f19f-4573-eb11-b81b-005056832755,"May 11, 2025 3:23 PM (PDT)",1jOClcDS0oBuG6BcmLdhKCD/2hrlkiJUpfvR1AsMQyk8uoNtymaDIPkt0nYrlv1xILeU7pKGYYmjEmsZSma10g==,,,INVERMERE,V0A1K2,760 Cooper Rd,No,East Kootenay Regional District,Liquor Primary,Copper Resort Inc.,Copper Point Resort Lounge (304933),,
08ccf19f-4573-eb11-b81b-005056832755,"May 26, 2025 1:51 AM (PDT)",bJLkjsdTpfBqU6hlxCzuNUB4Lpp3pjGkiN1OI46o6T1D8ctimAZW/OZsAHkJQ6UpZWh7A/dG/OiCXyVQhRJLiA==,,,HOUSTON,V0J1Z0,3480 11TH ST,No,Houston,Liquor Primary,Royal Canadian Legion Pleasant Valley Branch 249,"ROYAL CANADIAN LEGION, BRANCH NO. 249 (025931)",,
72ff48c1-9051-ed11-b837-005056838fcd,"October 18, 2024 4:09 PM (PDT)",akW2VpzmNuIPqoeJfacLSrknJPp2FgrvoKcdRhVL4WRSYfFHOloHSwkvGObe3pRIdwmnt1Ch5BFV0K2bmJzd5A==,,,HOUSTON,V0J1Z0,"3401 11th St ",No,Houston,Liquor Primary,1331515 B.C. LTD.,Mixers Bar & Lounge,,
24caf19f-4573-eb11-b81b-005056832755,"January 30, 2025 4:10 PM (PST)",2ad0msGCc3xH2EfwMEynwU0Law+NAwLjGP0+bVl+Nt7QZOor6b8nR+qTN6fpl2nfd2EtZVs/DG241GUQiwwQiQ==,,,INVERMERE,V0A1K0,525 13th STREET,No,Invermere,Liquor Primary Club,ROYAL CANADIAN LEGION BR 71 WINDEMERE DISTRICT,"ROYAL CANADIAN LEGION, BRANCH NO.  71 (086533)",,
f0caf19f-4573-eb11-b81b-005056832755,"May 11, 2025 3:32 PM (PDT)",ydNn5gETxemgT0WzQe+wbmX+bHCLAesab2zu99AtDx6shi9hdM3RIY2wSA/JknYiCirNJL0YIjqmwnTW7ytlGw==,,,INVERMERE,V0A1K0,1701 6TH AVE,No,Invermere,Liquor Primary,INVERMERE STATION PUB LTD.,Station Inn Pub (187083),,
26d5f19f-4573-eb11-b81b-005056832755,"May 11, 2025 3:34 PM (PDT)",CEqXJdYswdKNghsSxLPne5tF3hLkqqO0BuUFZ14GWPkHmYwixYyvRTx3T1RTtDTClzj2mcjda2oS0wHJyGkuCQ==,,,INVERMERE,V0A1K0,722 13th Street,No,Invermere,Liquor Primary,ULLR BAR INC.,ULLR Bar (143842),,
58c8f19f-4573-eb11-b81b-005056832755,"July 17, 2024 7:18 PM (PDT)",/hyP4rknCWM19RkSinP35YjZ1lX6CQyJU4P4v1nFtrazzV+DVuGBT4uDfKgiOX2fttNnUjNwS3t9Vl+10Q0Fgw==,,,JAFFRAY,V0B1T0,2359 Highway 3/93,No,East Kootenay Regional District,Liquor Primary,Triple K Holdings Ltd.,JAFFRAY PUB (038474),,
5ad2f19f-4573-eb11-b81b-005056832755,"August 20, 2024 1:54 PM (PDT)",HxTgAjkTgui1wD1QxnOV+CigCvNIrNApgRx1gRN6v12yu5/3K0d0E5PXctQ/x3W7hSTsBKRtYJHdBqAaRsm9xw==,,,INVERMERE,V0A1K0,1310 7th Avenue,No,Invermere,Liquor Primary,NOTT BREAKFAST INC.,Begginnings Restaurant (022569),,
26e4cebd-2b92-ef11-b84e-005056836bf0,"May 15, 2025 4:38 PM (PDT)",Oleg7qs7jg5YlqnU0aWOdpnQkqe5kwx3qvIhNZpZla8UrOpUwqWepYCwdMml7LVb4cXJCw4x8iIGgRYlmzcWZQ==,,,KAMLOOPS,V2B3E8,10 - 177 Tranquille Road,No,Kamloops (city of),Liquor Primary,1087226 B.C. Ltd,Club Current,,
6f7b9e37-4de3-ec11-b833-005056838fcd,"September 24, 2024 11:50 PM (PDT)",LdwJuIpBftn9yCCWx0wlKmh6bIQrUZGHR7aSCNgXo65geNiq+31vAe5aFtszjPQyJVl9AANt7f6MKNPRiIeaQQ==,,,KAMLOOPS,V2B0H7,"Unit 101 - 1550 Island Parkway ",No,Kamloops (city of),Liquor Primary,THE KAMLOOPS SPORTS COUNCIL,The Sports Council Clubhouse,,
3fbc5fe7-9173-eb11-b81b-005056832174,"May 3, 2025 12:23 AM (PDT)",ZPTEZ7VyGdD155n7qUEW5AQydvNnt54W3OcFcWlfvxXnsuOnydZ+oaGq99j9SmKpRSTlk/Xx2BwKlJ1i0T1HrQ==,,,KAMLOOPS,V1S1W7,1555 Versatile Drive,No,Kamloops (city of),Liquor Primary,Gateway Casinos & Entertainment Limited.,Match Eatery & Public House (306570),,
acc7f19f-4573-eb11-b81b-005056832755,"June 3, 2025 8:17 PM (PDT)",qn09VSeq33rwW5cVjnQ9UppTaNJSV0xoUpCi8z071usvCPF37S20Izg/yCEogqHQlqWWvFxJxFeE3CaSORFwIw==,,,KAMLOOPS,V1S1R9,1265 ROGERS WAY,No,Kamloops (city of),Liquor Primary,Boa Investments Ltd.,On the Rocks (300730),,
594cdabb-9673-eb11-b81b-005056832174,"May 15, 2025 6:09 PM (PDT)",vPGBruq3i9f2Yz64TeCTq90VCzshJ1q9YtgfA3VMQfrGrbJgJ0uVqozihZUSUwm+lF46moUmX/HhiwzlTf2aTg==,,,KAMLOOPS,V2C2A3,369 Victoria Street,No,Kamloops (city of),Liquor Primary,Commodore Ventures Ltd.,The Commodore  (302593),,
72d0f19f-4573-eb11-b81b-005056832755,"February 28, 2025 8:19 PM (PST)",rjjJRXVXiqesSeStBE4DKAmC3vn796yB2AtVyeDrlrJ9Kl9UJYCNxcmS71DRI6mlJN4xZbJcDzDX9n8E/v9+LQ==,,,KAMLOOPS,V2C1W1,"McArthur Island, Island Parkway South ",No,Kamloops (city of),Liquor Primary,City Of Kamloops,Norbrock Stadium,,
dcd3f19f-4573-eb11-b81b-005056832755,"May 20, 2025 3:57 PM (PDT)",XLBHSqDn1QbKV4z6Fji0NmSJMUc2ScHDFtYBeP9+PPCzMAMNGmMem4QhqeOjsQPs7wr7/JdUXD/NJu74H13EfQ==,,,KAMLOOPS,V2C4Y7,5220 Bogetti Pl,No,Kamloops (city of),Liquor Primary,559411 B.C. Ltd.,Tumbleweeds,,
a94bdabb-9673-eb11-b81b-005056832174,"February 21, 2025 10:18 PM (PST)",T9BYRGPCgGhvt+z6zgp/ZgC1qQZ3TAQfiqqVi+gAyRTyDUMdzEv5NS6kctNtUI6LbbQwOyV93/P5SWsAHgD8Rg==,,,KAMLOOPS,V2H1K1,1271 C Salish Road,No,Tk'emlups te Secwepemc (Kamloops Indian Band),Liquor Primary,0908400 BC Ltd,HALSTON NEIGHBOURHOOD PUB (187209),,
9a7dd2c1-9673-eb11-b81b-005056832174,"January 6, 2025 8:00 PM (PST)",AqE5Hu6mw8qKQxYA8kNUYluMXH0upw7EOqq5AuoPfmp9OwiKiiK2kKCgJ6sR1NwHfy+tSvtUKURyVvrw+1vwLw==,,,KAMLOOPS,V2C1Y2,425 Lansdowne St,No,Kamloops (city of),Liquor Primary Club,Royal Canadian Legion Branch 052,"ROYAL CANADIAN LEGION, BRANCH NO.  52 (215068)",,
f4cdf19f-4573-eb11-b81b-005056832755,"March 11, 2025 9:14 PM (PDT)",7D3rr4tLg0CXWshl3fqT9wPQlQjLEvG8s6n2SdEmhGxxE0ZgNHWFCWQ/12cK+TUQLxu2p0q/SfJjEfXBXtzAGw==,,,KAMLOOPS,V2C1W1,300 Lorne Street,No,Kamloops (city of),Liquor Primary,City Of Kamloops,Sandman Centre (157771),,
1ecdf19f-4573-eb11-b81b-005056832755,"March 11, 2025 9:11 PM (PDT)",8AYdpbhFMa8rU+DRMm26pfY2N5lgQY8cvAwo4ibwFD2ay0U2tYCUfVTAW7qKsJ5jazt46tQhQwoOhwelNIqWMw==,,,KAMLOOPS,V2C1W1,300 Lorne Street,No,Kamloops (city of),Liquor Primary,City Of Kamloops,Sandman Centre (157751),,
fd4bdabb-9673-eb11-b81b-005056832174,"June 3, 2025 8:15 PM (PDT)",SDh9JGIXnOBRhHxrIzi8jLrwqS8rRd7phjgb6wkWttwdU94Jg9i3smpvmYbmiFkBSuA9WD5K5QUQBNkOYG8tKw==,,,KAMLOOPS,V1S1N5,1250 Rogers Way,No,Kamloops (city of),Liquor Primary,Riverland Motel Ltd,ROMEOs Kitchen + Spirits (153735),,
6ed4f19f-4573-eb11-b81b-005056832755,"June 4, 2025 6:12 PM (PDT)",k7SCHZRaqWLlRDq1/pBAfNsvZwXyP4ML7YfHTK3jXNFD9PRuNSmw7bOLnf3ly1EvA2Fxa6B/omXIVPtAhncUeA==,,,KAMLOOPS,V2E2H9,1797 Pacific Way,No,Kamloops (city of),Liquor Primary,DUFFY'S PUB INC.,Duffy's Pub (100217),,
34cef19f-4573-eb11-b81b-005056832755,"March 11, 2025 9:18 PM (PDT)",uZsghWqee012jRGz15iEdCW7R0CSOl6z9GqdfWXov8lDgrVtDzbP4dazpjdBpUPld0nPGnCL66OKPn/XAGB3bg==,,,KAMLOOPS,V2C5K9,1025 LORNE ST,No,Kamloops (city of),Liquor Primary,WESTERN CANADA THEATRE COMPANY SOCIETY,PAVILION THEATRE (126550),,
4bee209d-9a73-eb11-b81b-005056832174,"April 15, 2025 9:29 PM (PDT)",veGdh6aOHRTsJyhXlRW59sv6qEUEOka+s/FLMDk7pNSIBtiEinDVub+e4nkDhIbR3a5MbURFEzK92DB6fFRpyA==,,,KAMLOOPS,V2H1N4,4309 Old Yellowhead Highway No.5,No,Kamloops (city of),Liquor Primary,1365356 B.C. LTD.,Rayleigh Pub  and Restaurant(141316),,
fed1f19f-4573-eb11-b81b-005056832755,"May 17, 2025 7:37 PM (PDT)",6TkHJgfJBffIhECAonP5yl+IePXMSPsOEP89l0W2Rtf1g9TteBG3qWcmzN9BYeyBOGQJKdX63AThN/9Rclg/pQ==,,,KAMLOOPS,V2C1K7,555 W  COLUMBIA ST,No,Kamloops (city of),Liquor Primary,1299509 B.C. LTD.,RAMADA INN KAMLOOPS (052834),,
c6c9f19f-4573-eb11-b81b-005056832755,"May 25, 2025 12:18 AM (PDT)",kKwff6SgyPk7DTj9ItCb9maOjZ58umrir5WH8xhjg0uOAEL4l6WHf4/8R49mpF7KzoLfNeiyQkXlkG0BfL2bDQ==,,,KAMLOOPS,V2C1W2,285 Lorne Street,No,Kamloops (city of),Liquor Primary,"SHARK CLUBS OF CANADA, INC.",Shark Club Sports Bar & Grill (053183),,
36d6f19f-4573-eb11-b81b-005056832755,"May 25, 2025 12:57 AM (PDT)",DTR17gskFyhI+9eLwBocuBXW/1aITDGLvPnzyzC7tIfNBVWqv08LN+G3lGhZZdVoV5sek2Nwi4VxCRqn3Xy8ZQ==,,,KAMLOOPS,V2C2A9,405 VICTORIA ST,No,Kamloops (city of),Liquor Primary,AMH Properties Ltd.,Plaza Hotel (088331),,
247dd2c1-9673-eb11-b81b-005056832174,"June 4, 2025 4:58 AM (PDT)",jjKJctacWXx1cEDCMZ9czpM12d+9l6GHCL8X96OJLgFEKz1bQJkF4IUAa3rrylw3cPvdej/S8TuS4SLBgzftTA==,,,KAMLOOPS,V2B5K3,843 DESMOND ST,No,Kamloops (city of),Liquor Primary,RICMAR INVESTMENTS LTD.,POGUE MAHONE IRISH ALE HOUSE (034417),,
8ed3f19f-4573-eb11-b81b-005056832755,"June 4, 2025 5:00 AM (PDT)",Jc3F8d5XhM8gq2GH6mrwaN/km68yiMkZStAviCxKzClF3buJBfdEa0E+4XuNvo3Ftv4aTUXhZywtdRbX6We9rw==,,,KAMLOOPS,V2B2X8,1050-8th St,No,Kamloops (city of),Liquor Primary,0942688 B.C. Ltd.,Bailey's Pub (038579),,
92d3f19f-4573-eb11-b81b-005056832755,"April 9, 2025 7:51 PM (PDT)",OQ1xZmC4fMGnuNTIxAC+x88w9x1Ik0b8Tz7eTY5cvuvQys1d4LNfeGUHeyJ3XbsCqvcNfdYFrJ8otLgcw+hvrw==,,,KAMLOOPS,V2B7X5,3369 WESTSYDE RD,No,Kamloops (city of),Liquor Primary,The Westsyder Inn (1978) Ltd.,WESTSYDER INN (033675),,
36d2f19f-4573-eb11-b81b-005056832755,"June 3, 2025 8:01 PM (PDT)",cg6z3RbXSl4roVIQ+iv2xjvZw3lKeewCRN7N6ND0Si2mv/HNMF7Jv6BCVbEgJyFCdJehtiWfhkDJRtqP+bOaxQ==,,,KAMLOOPS,V2C3N4,126 FOURTH AVE,No,Kamloops (city of),Liquor Primary,Gaddiel Investments Ltd.,CENTRAL STATION HOTEL (011049),,
cad1f19f-4573-eb11-b81b-005056832755,"January 6, 2025 4:44 PM (PST)",Wk87El0ERe2BUXKiZHxyD+vC/cQ7Q2+QzLW2gR3Td9eQREBDu4W2QMpmurNDQ85VowoQInJzISWXYo2S2lVF7g==,,,KAMLOOPS,V2C4J3,2020B Falcon Road,No,Kamloops (city of),Liquor Primary,1291316 B.C. LTD.,The Office Pub and Grill (030302),,
f8cdf19f-4573-eb11-b81b-005056832755,"December 2, 2024 10:37 PM (PST)",zu9ZLxenwTM1K1SUQx5FTORoqT/iR2kEMtCg2YXOoLMJnhyhbeF5EnU1KSwQo7kQIorPlynrFawSgUb9vh+1Qw==,,,KAMLOOPS,V2C2B4,650 Victoria Street,No,Kamloops (city of),Liquor Primary,THOMPSON HOTEL LTD.,Thompson Hotel and Conference Centre (011232),,
36cef19f-4573-eb11-b81b-005056832755,"December 6, 2024 7:00 PM (PST)",75nW+SpUWK2iQUd9pKouQBfmNCVPpUisaFIDWAAllIY/hWOsdKMM/gEIStB35zOEaqOh+hq6LCcEJAcl+SmbDQ==,,,KASLO,V0G1M0,517 Arena Road,No,Kaslo,Liquor Primary Club,KASLO CURLING CLUB,KASLO AND DISTRICT CURLING CLUB (108703),,
3b63fdad-57fb-ee11-b849-005056836bf0,"May 1, 2025 12:36 AM (PDT)",lcUpcVFOGiKfddszkDopy9NDGmyYEADpOzKtk/sIWmmlrhl4S1b7ZteWeXGdVKRJG6yvHl5IAwMQrPq2lJWX3w==,,,Kelowna,V1Y1J5,230 Queensway ave  slip 4,No,Kelowna,Liquor Primary,REDD-OP SERVICES INC.,The Boardroom,,
fccbf19f-4573-eb11-b81b-005056832755,"May 22, 2025 6:22 PM (PDT)",Vz6D+6LxCFdzycqMQhyTPWPcn8yaRmHRxMO19AfPBnK2Wkf089Sm10QjqyC4tcalt0Ltf5/e0q0yi7ItZOpOOw==,,,KASLO,V0G1M0,403 5TH ST,No,Kaslo,Liquor Primary Club,Royal Canadian Legion Kaslo Branch #74,"ROYAL CANADIAN LEGION, BRANCH NO.  74 (002537)",,
c0d4f19f-4573-eb11-b81b-005056832755,"May 22, 2025 6:19 PM (PDT)",1HEQ8iGW3cEsQ1Vz1Ls6igWYOhSIbJChzg4NLyVJ4zBi91YiFVIbN3SEUZmp7gq0kuJ1T3C+FisEMBslktH+BA==,,,KASLO,V0G1M0,430 Front St,No,Kaslo,Liquor Primary,1337916 B.C. Ltd.,The Kaslo,,
ba3b26fc-63c3-ed11-b83e-005056838fcd,"June 1, 2025 6:06 AM (PDT)",vGQurhvQMc7u5Bj1Fmv9+fz85OiKLjI9flONt4nvSBqwYxR0QBHVHhBRaX8NcZ/H4mr4SuRHcb68dT2YjgnjUQ==,,,Kelowna,V1Y1Z9,1383 Ellis Street,No,Kelowna,Liquor Primary,REVELRY EVENTS KELOWNA LTD.,Revelry Food+Music Hub,,
d51cec1a-9680-ed11-b839-005056836bf0,"May 1, 2025 12:36 AM (PDT)",YD2Hr7ADHHgPqaZqjpxd4PkDgeTCxsiU+lce9+3mqcRZ+7exx8CftBZSH1a9e0j4+dimRmbBu2UUi17yJbxpFA==,,,Kelowna,V1Y0H8,110-889 Vaughan Ave,No,Kelowna,Liquor Primary,POUR DECISIONS ENTERTAINMENT INC.,Born to Shake,,
8e190d18-27ce-eb11-b82a-005056838fcd,"May 1, 2025 12:36 AM (PDT)",uhgwNsWB7ws/D+UU6Q46EfJrE4+fgD5+CwbcgUksV966mIh88xdwLuaap2SkNM8UrubyLCng78t7srS8eoX+6g==,,,Kelowna,V1X2P7,130-948 McCurdy Rd,No,Kelowna,Liquor Primary,ENERGYPLEX FAMILY RECREATION CENTRE KELOWNA INC.,Energyplex,,
0accf19f-4573-eb11-b81b-005056832755,"June 2, 2025 8:18 PM (PDT)",opYpu1hiNU9a6XjdjyPb+eMQRC1TjqfHv7ZTVXwAp/3BxDOycvqwHuLW8iXIDZtL4dvHDY6pgwcM8BBaaADJ+g==,,,Kelowna,V1Y1J6,1481 Water St,No,Kelowna,Liquor Primary,1481 WATER ENTERPRISES INC.,Skinny Duke's Glorious Emporium (307841),,
16c7f19f-4573-eb11-b81b-005056832755,"May 1, 2025 12:36 AM (PDT)",Gdfz1y/IgZucwRblgGZSS6bb4I6vzD11OfHyKa5cSS6CjXJpQIJ3moK0GWXqytUcGdkDuwLEW7qnNOumNbJTLw==,,,Kelowna,V1Y9P3,1310 Water Street,No,Kelowna,Liquor Primary,Gateway Casinos & Entertainment Limited.,Match Eatery & Public House (308032),,
4cc7f19f-4573-eb11-b81b-005056832755,"May 1, 2025 12:36 AM (PDT)",O/pF+BXcn1M70t6N1A1xVTIg6Eb70A0+37yi+RXrcKxRm1FuFmtp77EhVhu/5NSKeF5bXnB2lVptpU3R0sLrqQ==,,,Kelowna,V1X4J6,365 Mills Road,No,Kelowna,Liquor Primary,SKJJ HOLDINGS INC.,Microtel Hotel (308729),,
2b4bdabb-9673-eb11-b81b-005056832174,"May 29, 2025 5:40 PM (PDT)",0oUH6VpDFEbjZXY+6JpYzh8PnxuK3TDoJmw9nk3Z1pdNA/d8w+3hp7k9720Dl3hGQbs1pvblVjX/Q89X/whoyg==,,,Kelowna,V1Y1J1,1370 Water Street,No,Kelowna,Liquor Primary,KYC HOSPITALITY INC.,Kelowna Yacht Club (306145),,
a6c8f19f-4573-eb11-b81b-005056832755,"June 2, 2025 11:37 PM (PDT)",fadGlvH8rY9NiIH5zmRXX4fDJXo7NyrSKtow25XqjaDO7YVEFKZvSU8pagHYmB/MbI36HNEI8K5CiMnhPN0i3Q==,,,Kelowna,V1Y1Z4,1250 Ellis Street,No,Kelowna,Liquor Primary,BNA Hospitality Inc.,BNA Brewing Co. & Eatery,,
10c8f19f-4573-eb11-b81b-005056832755,"May 1, 2025 12:36 AM (PDT)",5rSg9MA5QtwfPCv1Jolj01JIhK8RRGvyJNSs0WlDsjrjxvQzpIOcsZUZpEY0EU4+IoqVAHoJDvFYqMvCZzaArQ==,,,Kelowna,V1Y2A3,1423 Ellis Street,No,Kelowna,Liquor Primary,Coccaro & Associates Enterprises Ltd.,1423 (306749),,
f8d0f19f-4573-eb11-b81b-005056832755,"May 28, 2025 9:27 PM (PDT)",1W3dt1KwmJliiN2beX00MkYInnYKPDI7p6jTDI9mUNpwyXi5U+ut01oT7d5T3dC5kebwF6iqGrO9Z+TLMt1AHg==,,,Kelowna,V1Y1Z5,1177 Ellis Street,No,Kelowna,Liquor Primary,Dick McBrides's Public House Company Ltd.,Old Train Station Public House (304481),,
54d0f19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:38 AM (PDT)",pr18dgk2RCBNGnwow2GDS9Q6X7hwyFl6Wpp/lRbim+a1ko9KRiYqxpHQZpvVuIwUDtDTgBqQ7VVeE3HMtYLtJQ==,,,Kelowna,V1Y6N2,279 Bernard Ave,No,Kelowna,Liquor Primary,LEOPOLD'S TAVERN KELOWNA BERNARD INC.,Leopold's Tavern (Kelowna),,
60d0f19f-4573-eb11-b81b-005056832755,"June 4, 2025 2:00 AM (PDT)",vP2Xnnm6e448/monnhPr8bCr4709y6kn+Yv3DbId8wc+rzfN5TAI5WgpvXf+/GSJW/L7tTf+8i8F4oE1MLGmjg==,,,Kelowna,V1Y3H5,1835 Gordon Drive,No,Kelowna,Liquor Primary,429228 B.C. LTD.,Okanagan Bowling Club,,
06c8f19f-4573-eb11-b81b-005056832755,"June 2, 2025 11:30 PM (PDT)",WaGVSOTdnqs53vxXs9hEmqlvWDojwZVa2/DnvBCeej2LRa4yshSiSulLTyVpcFUoZZc9PbB/u3UjuRSHLXRzUg==,,,Kelowna,V1Y8L1,1654 Ellis Street,No,Kelowna,Liquor Primary,649716 B.C. Ltd.,Tonics (300662),,
50d3f19f-4573-eb11-b81b-005056832755,"May 27, 2025 5:34 PM (PDT)",LWff6MSEzARulkOyN9WYy4YPffOGBhBTUlh4m/GbMS/x6BubSA3IPmGUkI7VKeueJ/0AYiwogTGqcX9tmt/+FQ==,,,Kelowna,V1X2A3,230 Highway 33 East,No,Kelowna,Liquor Primary,POST HOUSE PUB INC.,Post Haus Pub (301248),,
50d6f19f-4573-eb11-b81b-005056832755,"May 1, 2025 12:36 AM (PDT)",b+7qPgW3iCtZ0Xf/gltst/3EoBoaTmFYO9Xyrx3Af8PyJgw1ULmdzX9X4XoUNAX/hjzBQ+U/nhY0ItbtLG+4sQ==,,,Kelowna,V1Y6N6,353 Bernard Avenue,No,Kelowna,Liquor Primary,353 Bernard Enterprises Inc.,Bernie's,,
64d7f19f-4573-eb11-b81b-005056832755,"May 28, 2025 5:44 PM (PDT)",vYRWmYUymiNws5tEZA02v5Oyf0rAzHPs+sXSdjQYhNjSOrQJxk6O1AhaIrG0u0UaFpn1TlDJVrWiPxcMPIuNjw==,,,Kelowna,V1W3L4,3766 LAKESHORE RD,No,Kelowna,Liquor Primary,Manteo Resort Limited Partnership,MANTEO RESORT HOTEL (203707),,
7a7dd2c1-9673-eb11-b81b-005056832174,"June 4, 2025 4:40 PM (PDT)",ME/CkoyoR2YLO2EbtSaurcKVOJNAuScaMv6mmDTHGJRDYejYwi231Slxdkd5/svgY2wGUoQ3qx1+3MnEg1htKQ==,,,Kelowna,V1X2P7,124-948 McCurdy Rd,No,Kelowna,Liquor Primary,616189 B.C. Ltd.,Freddy's Brew Pub,,
62c8f19f-4573-eb11-b81b-005056832755,"May 21, 2025 8:06 PM (PDT)",W6IZvvfCPEgB/nx1RizB6cXfSAidCbgqoOlJQRVqISWDLIUF+UhIper30/y2MK4g890lTU55LBuMBWIHC8vp/w==,,,Kelowna,V1Y2G1,1380 BERTRAM ST,No,Kelowna,Liquor Primary,R.C.L. # 26,"ROYAL CANADIAN LEGION, BRANCH NO. 26 (209384)",,
04cbf19f-4573-eb11-b81b-005056832755,"May 29, 2025 6:34 PM (PDT)",vTuQLyPFYJFDKEYpar00WimRY1SUpZi0/e2vkfwmQjEhZcaKKn+T4OPfdGYPQM99YR90gXyobQXL9q8voVh2+w==,,,Kelowna,V1V2A4,3200 Via Centrale,No,Kelowna,Liquor Primary,GOLFBC HOLDINGS INC.,Okanagan Golf Club (188532),,
aacdf19f-4573-eb11-b81b-005056832755,"May 11, 2025 5:24 AM (PDT)",gokWJkuezho8bA/PDBcisUGRf/Jl5InTHcdzYzi8vggIsXy0igLyu2WI6TXrj9zX+HBcTmHXBGrd65sssHMPig==,,,Kelowna,V1Y9V1,1223 Water Street,No,Kelowna,Liquor Primary,RG ARENAS (KELOWNA) LTD.,Prospera Place (189541),,
eacaf19f-4573-eb11-b81b-005056832755,"April 2, 2025 4:00 AM (PDT)",0PjXEU1WOU+yX3BaHU9z/PxtwVKqYDJlrh54CtEm9iHDKS3nsL55ngNnz6s6hrPTLP4lD4kl1bXdGmkWfXwYuA==,,,Kelowna,V1Y6S4,"Slip 3, 230 Queensway Ave.",No,Penticton,Liquor Primary,REDD-OP SERVICES INC.,The Lake Lounge on Okanagan (172543),,
a54cdabb-9673-eb11-b81b-005056832174,"May 1, 2025 12:36 AM (PDT)",2AmJ57BfFyuROUt3MIc7Tyhzqb4EB7FR80CUeaG+ENAz/TlVPaMZ0Ik+vTnH1hNktTxAJ7kSD8s75R/mgo4iew==,,,Kelowna,V1V1V7,University Service Centre 3333 University Way,No,Kelowna,Liquor Primary,University of British Columbia,the well (164438),,
72d4f19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:19 AM (PDT)",h+qub/+MAKUZVYrK31zB/KmsjbrofD9ufS7KEZtRtQKnjaOmTpUZ7v1FLvlXIUEUpqBrLrGax7CTBef6rtgCnA==,,,Kelowna,V1V1Z6,435 Glenmore Road,No,Kelowna,Liquor Primary,471442 B.C. LTD.,BRANDT'S CREEK NEIGHBOURHOOD PUB (160873),,
d87cd2c1-9673-eb11-b81b-005056832174,"May 1, 2025 12:36 AM (PDT)",fVFoX9ilIGHSaguN595/zg9AFtljis9Oo/RPpQ5pXUImCcBVuH+tr6PJ03W+egT0HuM+OzdQwcAyogofi7mRzg==,,,Kelowna,V1Y9P3,1310 Water St,No,Kelowna,Liquor Primary,Leadon (Okanagan) Operations LP,Vines Lounge,,
88d1f19f-4573-eb11-b81b-005056832755,"June 2, 2025 11:55 PM (PDT)",vZXpsbphh8WfCCcJYqqNeDBc+9H52Bcbs7h4ofpFWL0B+fby3W6Mwa7ezm0C0ZAXKnd58DmsB5Ql2y669TnzXg==,,,Kelowna,V1Y9P4,1352 Water St.,No,Kelowna,Liquor Primary,1186848 B.C. LTD.,King Taps (156977),,
52d7f19f-4573-eb11-b81b-005056832755,"June 2, 2025 11:50 PM (PDT)",n7B6OJU73rCHN5z64oicygcfzNWM6S20NQOSiqnW34WuVA1Hw9B3ngrnCN59idVf+lXjYopQloMzMz+0mbtDBg==,,,Kelowna,V1W3G9,500 Cook Rd,No,Kelowna,Liquor Primary,HOTEL ELDORADO LIMITED PARTNERSHIP,Hotel Eldorado,,
46d2f19f-4573-eb11-b81b-005056832755,"June 4, 2025 1:45 AM (PDT)",ESEeK8ag4VFhvB3nx8peDHmsbF6SST2gTYVWESGdrqKlp/h1FHZvs2vJF/8TjNT/JsSHGmbk7ZEguot7G47ttw==,,,Kelowna,V1X7V8,5101 Upper Booth Road S.,No,Kelowna,Liquor Primary,DURALI PROPERTIES LTD.,SUNSET RANCH GOLF & COUNTRY CLUB (136217),,
e0d2f19f-4573-eb11-b81b-005056832755,"May 1, 2025 12:36 AM (PDT)",cftgCMbajWyad76srlhe0PiZ4QYs96GAUc5ZVbOkLss6QKQ3xgv3RizkQtakhG6vJ89tfOGbsqYwUtgPQvXlZA==,,,Kelowna,V1Y4P4,1297 GLENMORE DR,No,Kelowna,Liquor Primary Club,KELOWNA GOLF & COUNTRY CLUB,KELOWNA GOLF & COUNTRY CLUB (056839),,
dda9c99e-ac73-eb11-b81b-005056832755,"May 18, 2025 6:21 AM (PDT)",vnt+Uqm1ud9xYlBtzw9cqZMuQxaovi9KG78sF7lvglAZItLzJOpTIDfD/XfUFPe5lMCRfgPhiw69iZxpZTrJSQ==,,,Kelowna,V1Y8S3,1675 Abbott St,No,Kelowna,Liquor Primary,Huber Developments Ltd.,27,,
